chr	0	40	39047.3152202	12061.808515	89797.454603
chr	40	100	33335.7828311	12061.808515	89797.454603
chr	100	120	35141.9692416	12061.808515	89797.454603
chr	120	160	35141.9692416	12061.808515	89797.454603
chr	160	180	33119.8835622	12061.808515	89797.454603
chr	180	200	32308.4314839	12061.808515	89797.454603
chr	200	280	29291.6114722	12061.808515	89797.454603
chr	280	320	29291.6114722	12061.808515	89797.454603
chr	320	360	29291.6114722	12061.808515	89797.454603
chr	360	480	29291.6114722	12061.808515	89797.454603
chr	480	580	26596.8990948	12061.808515	60155.618452
chr	580	600	26596.8990948	12061.808515	60155.618452
chr	600	740	24790.7126843	12061.808515	40287.567936
chr	740	780	23882.2651303	8051.702368	40287.567936
chr	780	800	23882.2651303	8051.702368	40287.567936
chr	800	820	23338.3726805	8051.702368	40287.567936
chr	820	840	24246.8202345	12061.808515	40287.567936
chr	840	960	24246.8202345	12061.808515	40287.567936
chr	960	1220	24246.8202345	12061.808515	40287.567936
chr	1220	1300	24246.8202345	12061.808515	40287.567936
chr	1300	1440	24246.8202345	12061.808515	40287.567936
chr	1440	1460	28747.7190225	12061.808515	89797.454603
chr	1460	1520	28747.7190225	12061.808515	89797.454603
chr	1520	1600	28747.7190225	12061.808515	89797.454603
chr	1600	1820	26053.0066451	12061.808515	60155.618452
chr	1820	1920	26053.0066451	12061.808515	60155.618452
chr	1920	1980	26053.0066451	12061.808515	60155.618452
chr	1980	2000	22224.7345551	12061.808515	40287.567936
chr	2000	2140	21316.2870011	8051.702368	40287.567936
chr	2140	2420	21316.2870011	8051.702368	40287.567936
chr	2420	2460	18750.3088719	8051.702368	26970.598323
chr	2460	2600	18750.3088719	8051.702368	26970.598323
chr	2600	2700	18750.3088719	8051.702368	26970.598323
chr	2700	2820	18750.3088719	8051.702368	26970.598323
chr	2820	2880	18750.3088719	8051.702368	26970.598323
chr	2880	2960	18750.3088719	8051.702368	26970.598323
chr	2960	2980	20772.3945514	8051.702368	40287.567936
chr	2980	3040	20772.3945514	8051.702368	40287.567936
chr	3040	3100	20772.3945514	8051.702368	40287.567936
chr	3100	3180	19561.7609502	8051.702368	26970.598323
chr	3180	3280	19561.7609502	8051.702368	26970.598323
chr	3280	3340	19561.7609502	8051.702368	26970.598323
chr	3340	3500	20917.1054782	8051.702368	26970.598323
chr	3500	3540	20917.1054782	8051.702368	26970.598323
chr	3540	3800	20917.1054782	8051.702368	26970.598323
chr	3800	3840	22127.7390794	8051.702368	40287.567936
chr	3840	3940	26628.6378673	8051.702368	89797.454603
chr	3940	4000	20917.1054782	8051.702368	26970.598323
chr	4000	4100	20917.1054782	8051.702368	26970.598323
chr	4100	4380	20917.1054782	8051.702368	26970.598323
chr	4380	4460	21728.5575565	8051.702368	26970.598323
chr	4460	4620	21728.5575565	8051.702368	26970.598323
chr	4620	4860	21728.5575565	8051.702368	26970.598323
chr	4860	4880	25556.8296465	8051.702368	60155.618452
chr	4880	4980	25556.8296465	8051.702368	60155.618452
chr	4980	5020	28251.5420238	8051.702368	89797.454603
chr	5020	5120	25556.8296465	8051.702368	60155.618452
chr	5120	5400	23750.6432359	8051.702368	40287.567936
chr	5400	5540	23750.6432359	8051.702368	40287.567936
chr	5540	5640	26316.6213651	8051.702368	40287.567936
chr	5640	5740	26316.6213651	8051.702368	40287.567936
chr	5740	5880	28122.8077756	8051.702368	60155.618452
chr	5880	5900	28122.8077756	8051.702368	60155.618452
chr	5900	5960	26316.6213651	8051.702368	40287.567936
chr	5960	6000	27527.2549663	8051.702368	40287.567936
chr	6000	6058	27527.2549663	8051.702368	40287.567936
chr	6058	6078	29333.4413768	8051.702368	60155.618452
chr	6078	6520	28521.9892985	8051.702368	60155.618452
chr	6520	6540	24149.8247588	8051.702368	40287.567936
chr	6540	6560	18873.1575736	8051.702368	40287.567936
chr	6560	6580	18873.1575736	8051.702368	40287.567936
chr	6580	6620	18873.1575736	8051.702368	40287.567936
chr	6620	6700	18873.1575736	8051.702368	40287.567936
chr	6700	6740	18873.1575736	8051.702368	40287.567936
chr	6740	6760	18873.1575736	8051.702368	40287.567936
chr	6760	6780	18061.7054954	8051.702368	40287.567936
chr	6780	6800	18061.7054954	8051.702368	40287.567936
chr	6800	6840	15495.7273662	8051.702368	26970.598323
chr	6840	7100	15495.7273662	8051.702368	26970.598323
chr	7100	7140	15495.7273662	8051.702368	26970.598323
chr	7140	7160	15495.7273662	8051.702368	26970.598323
chr	7160	7180	15495.7273662	8051.702368	26970.598323
chr	7180	7200	15495.7273662	8051.702368	26970.598323
chr	7200	7260	28612.2209854	8051.702368	60155.618452
chr	7260	7340	28612.2209854	8051.702368	60155.618452
chr	7340	7580	28612.2209854	8051.702368	60155.618452
chr	7580	7640	28612.2209854	8051.702368	60155.618452
chr	7640	7660	28612.2209854	8051.702368	60155.618452
chr	7660	7780	28068.3285356	8051.702368	60155.618452
chr	7780	7840	28068.3285356	8051.702368	60155.618452
chr	7840	7860	26262.1421251	8051.702368	60155.618452
chr	7860	7980	25051.5085239	8051.702368	60155.618452
chr	7980	8060	25051.5085239	8051.702368	60155.618452
chr	8060	8100	21223.2364339	8051.702368	60155.618452
chr	8100	8340	23917.9488113	8051.702368	89797.454603
chr	8340	8360	25128.5824125	8051.702368	89797.454603
chr	8360	8400	25128.5824125	8051.702368	89797.454603
chr	8400	8460	22433.8700351	8051.702368	60155.618452
chr	8460	8500	22069.3149308	8051.702368	60155.618452
chr	8500	8560	20858.6813296	8051.702368	60155.618452
chr	8560	8680	20858.6813296	8051.702368	60155.618452
chr	8680	8740	20129.5711211	8051.702368	60155.618452
chr	8740	8840	20129.5711211	8051.702368	60155.618452
chr	8840	8980	20129.5711211	8051.702368	60155.618452
chr	8980	9060	16301.2990311	8051.702368	26970.598323
chr	9060	9100	16301.2990311	8051.702368	26970.598323
chr	9100	9260	16301.2990311	8051.702368	26970.598323
chr	9260	9300	16301.2990311	8051.702368	26970.598323
chr	9300	9420	16301.2990311	8051.702368	26970.598323
chr	9420	9660	16301.2990311	8051.702368	26970.598323
chr	9660	9700	16301.2990311	8051.702368	26970.598323
chr	9700	9760	16301.2990311	8051.702368	26970.598323
chr	9760	9860	15489.8469528	8051.702368	26970.598323
chr	9860	9980	15489.8469528	8051.702368	26970.598323
chr	9980	10280	15489.8469528	8051.702368	26970.598323
chr	10280	10320	14678.3948745	8051.702368	26970.598323
chr	10320	10380	14678.3948745	8051.702368	26970.598323
chr	10380	10640	14134.5024248	8051.702368	26970.598323
chr	10640	10820	15228.1677376	8051.702368	26970.598323
chr	10820	11000	17250.2534171	8051.702368	40287.567936
chr	11000	11140	17250.2534171	8051.702368	40287.567936
chr	11140	11240	18460.8870183	8051.702368	40287.567936
chr	11240	11380	18460.8870183	8051.702368	40287.567936
chr	11380	11500	23048.9508269	8051.702368	40287.567936
chr	11500	11520	24855.1372375	8051.702368	60155.618452
chr	11520	11540	24855.1372375	8051.702368	60155.618452
chr	11540	11640	26877.2229169	8051.702368	60155.618452
chr	11640	11740	25666.5893157	8051.702368	60155.618452
chr	11740	11800	23644.5036363	8051.702368	60155.618452
chr	11800	11860	23644.5036363	8051.702368	60155.618452
chr	11860	11900	20627.6836245	8051.702368	40287.567936
chr	11900	12060	22433.8700351	8051.702368	60155.618452
chr	12060	12080	20627.6836245	8051.702368	40287.567936
chr	12080	12240	20627.6836245	8051.702368	40287.567936
chr	12240	12280	20627.6836245	8051.702368	40287.567936
chr	12280	12420	20627.6836245	8051.702368	40287.567936
chr	12420	12480	20627.6836245	8051.702368	40287.567936
chr	12480	12620	27150.6680919	8051.702368	89797.454603
chr	12620	12660	25128.5824125	8051.702368	89797.454603
